word,term_id
artisanal,1764
refurbished,1765
autumn,1766
inventive,1767
canzians,1768
bespoke,1769
appearing,1770
adriatic,1771
unexpectedly,1772
sand,1773
rise,1774
clusane,1775
diseo,1776
mirabella,1777
buff,1778
definitely,1779
grappa,1780
ilarios,1781
vaguely,1782
romano,1783
levi,1784
ease,1785
loungebar,1786
collection,1787
planning,1788
florence,1789
pappa,1790
santino,1791
door,1792
pomodoro,1793
emanuele,1794
scarello,1795
michela,1796
agli,1797
diverse,1798
reinterpretation,1799
closeknit,1800
pastureland,1801
leading,1802
root,1803
transforms,1804
godia,1805
turnip,1806
responsible,1807
amici,1808
cultural,1809
teeming,1810
friulivenezia,1811
sage,1812
apple,1813
giulia,1814
border,1815
involves,1816
thetortellini,1817
compensates,1818
brodo,1819
wends,1820
truffle,1821
apennines,1822
fan,1823
france,1824
generation,1825
asti,1826
delight,1827
po,1828
weekend,1829
bank,1830
week,1831
themed,1832
tipico,1833
spigaroli,1834
river,1835
culatello,1836
reasonable,1837
20c,1838
millstone,1839
early,1840
calabria,1841
refurbishment,1842
alpineinfluenced,1843
fil,1844
dolomite,1845
fore,1846
el,1847
chiara,1848
peppe,1849
antipasto,1850
monferrato,1851
followed,1852
white,1853
sweetbread,1854
miniato,1855
seen,1856
pecorino,1857
pici,1858
roast,1859
lentil,1860
pas,1861
vespasia,1862
sector,1863
slowly,1864
sibillini,1865
olive,1866
offered,1867
returning,1868
oil,1869
mentioning,1870
description,1871
bianconi,1872
seneca,1873
earthquake,1874
crayfish,1875
noto,1876
norcias,1877
cannara,1878
injects,1879
introducing,1880
sale,1881
decade,1882
sondrio,1883
gianluca,1884
takeaway,1885
laid,1886
regina,1887
lucia,1888
monumental,1889
enough,1890
interestingly,1891
walled,1892
environment,1893
modernity,1894
rusticity,1895
country,1896
renato,1897
natural,1898
elisabeth,1899
us,1900
source,1901
intensified,1902
fano,1903
nostalgic,1904
1919,1905
himself,1906
shop,1907
satnav,1908
finding,1909
challenge,1910
glad,1911
sister,1912
succeeded,1913
craftsman,1914
flanked,1915
smile,1916
enterprising,1917
intended,1918
parent,1919
intriguing,1920
big,1921
impeccable,1922
giorgio,1923
dossola,1924
energetic,1925
breathing,1926
bartolucci,1927
hope,1928
domodossola,1929
enthusiastically,1930
elisabetta,1931
inspirational,1932
oversees,1933
keystone,1934
katia,1935
atelier,1936
tourist,1937
val,1938
filippino,1939
bernardi,1940
1910,1941
nonno,1942
probizer,1943
basis,1944
ordered,1945
standardbearer,1946
restricted,1947
sawmill,1948
innovative,1949
marcelin,1950
restrained,1951
barbecue,1952
overlooked,1953
medieval,1954
another,1955
pisciotta,1956
heartily,1957
ensures,1958
reason,1959
tranquil,1960
scapece,1961
end,1962
eating,1963
ciliegi,1964
smoked,1965
ristretto,1966
site,1967
raised,1968
brogna,1969
collina,1970
mutton,1971
firstfloor,1972
wellbalanced,1973
pie,1974
valpantena,1975
nduja,1976
amid,1977
cathedral,1978
viviana,1979
notos,1980
taken,1981
varese,1982
borage,1983
pedestrian,1984
porto,1985
maurizio,1986
genoesestyle,1987
ravioli,1988
luxury,1989
detail,1990
pairing,1991
sauvignon,1992
eben,1993
flock,1994
fenicottero,1995
der,1996
flamingo,1997
weingut,1998
abbondanzi,1999
rich,2000
stile,2001
libero,2002
quarto,2003
territorio,2004
offal,2005
quinto,2006
tradizione,2007
e,2008
advisable,2009
essential,2010
taste,2011
suggests,2012
cost,2013
or,2014
equal,2015
better,2016
mostly,2017
winebar,2018
shellfish,2019
mirror,2020
duomo,2021
sultano,2022
ritual,2023
eclectic,2024
ciccio,2025
1693,2026
synagogue,2027
bear,2028
imprint,2029
holder,2030
bath,2031
burba,2032
spent,2033
sole,2034
gianpaolo,2035
paola,2036
typically,2037
covered,2038
heat,2039
very,2040
ponte,2041
theatre,2042
print,2043
subdued,2044
fontanina,2045
plant,2046
veronas,2047
bohemian,2048
silverware,2049
verona,2050
roman,2051
ceramic,2052
positano,2053
classicstyle,2054
blueandwhite,2055
east,2056
juice,2057
chip,2058
giovanni,2059
plankton,2060
tartare,2061
celery,2062
mayonnaise,2063
echo,2064
purple,2065
albenga,2066
sanremo,2067
artichoke,2068
rooms,2069
frattaubread,2070
wellstructured,2071
porceddusuckling,2072
